form_count,div_count,samp_count,ol_count,h3_count,link_count,figcaption_count,object_count,u_count,track_count,dd_count,code_count,h6_count,h4_count,li_count,em_count,progress_count,paragraph_count,select_count,header_count,button_count,caption_count,sub_count,dir_count,small_count,dialog_count,time_count,map_count,col_count,main_count,input_count,style_count,tr_count,dt_count,dl_count,filename,bold_count,tfoot_count,section_count,ins_count,source_count,td_count,output_count,h2_count,span_count,aside_count,textarea_count,blockquote_count,datalist_count,svg_count,mark_count,iframe_count,image_count,wbr_count,del_count,tbody_count,hr_count,meter_count,footer_count,colgroup_count,optgroup_count,article_count,thead_count,a_count,abbr_count,br_count,font_count,option_count,table_count,legend_count,th_count,area_count,noscript_count,script_count,canvas_count,keygen_count,bdi_count,video_count,h5_count,summary_count,pre_count,s_count,quotation_count,fieldset_count,audio_count,strong_count,bdo_count,address_count,nav_count,menu_count,label_count,kbd_count,h1_count,dfn_count,sup_count,cite_count,embed_count,details_count,i_count,var_count,figure_count,param_count,menuitem_count,ul_count
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000047_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,194,0,0,2,15,0,0,0,0,0,0,0,7,144,0,0,0,0,2,7,0,0,0,6,0,0,0,0,0,19,2,0,0,0,1000131_raw_html.txt,4,0,10,0,3,0,0,4,99,2,1,0,0,0,0,0,19,0,0,0,3,0,1,0,0,16,0,186,0,0,0,0,0,0,0,0,1,18,0,0,0,1,3,0,0,0,0,0,0,3,0,0,6,2,1,0,1,0,0,0,0,0,15,0,0,0,0,20
1,70,0,1,0,7,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1000185_raw_html.txt,0,0,8,0,0,0,0,0,51,0,0,2,0,2,0,4,54,0,0,0,0,0,2,0,0,1,0,134,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,2,0,0,2
4,116,0,0,18,9,0,0,0,0,0,0,0,5,121,3,0,42,0,2,0,0,0,0,1,0,0,0,0,0,11,6,0,0,0,1000239_raw_html.txt,0,0,1,4,0,0,0,8,5,0,2,0,0,0,0,0,23,0,0,0,0,0,3,0,0,4,0,199,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27
1,44,0,5,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,15,0,0,1000335_raw_html.txt,25,0,0,0,0,51,0,2,43,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,95,0,0,0,0,6,0,4,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,6
3,69,0,0,4,17,0,0,0,0,29,0,0,6,75,9,0,17,2,0,0,0,0,0,0,0,0,0,0,0,17,1,0,14,14,1000539_raw_html.txt,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,44,0,0,0,2,0,0,0,0,0,0,154,0,0,0,26,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,12
2,62,0,0,4,11,0,0,0,0,0,0,0,1,22,6,0,12,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,1000545_raw_html.txt,0,0,0,3,0,0,0,4,2,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1000557_raw_html.txt,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1000563_raw_html.txt,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0,0,36,6,0,2,0,0,0,0,0,1,135,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1000611_raw_html.txt,0,0,1,0,0,0,0,2,33,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,1,0,140,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,24
1,217,0,0,8,5,0,0,0,0,0,0,0,19,439,0,0,11,2,2,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1000731_raw_html.txt,0,0,1,0,0,11,0,5,81,0,0,0,0,0,0,0,29,0,0,1,0,0,1,0,0,1,0,431,0,0,0,12,1,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,13,2,0,1,0,0,0,0,0,11,0,0,0,0,74
2,46,0,0,0,6,0,0,0,0,0,0,0,0,268,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,16,5,0,0,0,1000791_raw_html.txt,0,0,1,4,0,0,0,4,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273,0,0,0,8,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,11
1,100,0,0,4,18,0,0,0,0,0,0,0,0,44,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1000821_raw_html.txt,0,0,0,0,0,0,0,12,62,1,0,1,0,0,0,0,21,0,0,0,0,0,1,0,0,11,0,108,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1,96,0,0,9,20,0,0,0,0,0,0,0,3,148,1,0,49,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1000839_raw_html.txt,0,0,0,0,0,0,0,7,128,0,0,1,0,0,0,1,27,0,0,0,0,0,1,0,0,0,0,163,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,20
3,44,0,0,5,9,0,0,0,0,11,0,0,0,48,0,0,3,2,5,5,0,0,0,0,0,0,0,0,0,12,0,0,11,11,1000893_raw_html.txt,0,0,0,0,0,0,0,1,39,0,1,0,0,14,0,0,6,0,0,0,0,0,1,0,0,0,0,57,0,0,0,39,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,10
3,47,0,2,2,13,0,0,0,0,0,0,0,1,169,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,11,2,0,0,0,1000959_raw_html.txt,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,187,0,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,31
2,68,0,0,7,17,0,0,0,0,0,0,0,0,65,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,1000989_raw_html.txt,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,173,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
2,160,0,0,3,15,0,0,0,0,0,0,0,0,57,57,0,264,0,1,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0,100107_raw_html.txt,0,0,1,0,0,0,0,67,197,0,1,0,0,0,0,0,62,0,0,0,0,0,1,0,0,0,0,94,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,8,0,0,1,0,4,0,1,0,0,0,0,0,9,0,0,0,0,8
3,228,0,0,12,14,1,0,0,0,0,0,0,2,56,0,0,20,1,1,6,0,0,0,0,0,12,0,0,1,9,0,0,0,0,1001187_raw_html.txt,21,0,8,0,3,0,0,5,102,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,87,0,0,0,4,0,0,0,0,0,28,0,0,0,1,10,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,9,0,0,10
