filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length,quality
1000009_raw_html.txt,6628,2720,64339,73,54,243,138326,0
1000033_raw_html.txt,2567,814,7173,576,60,261,51663,0
1000039_raw_html.txt,7772,2687,22471,3200,310,1353,126627,0
100027_raw_html.txt,9795,294,50998,190,40,75,62274,0
1000363_raw_html.txt,8571,3194,34028,0,95,121,177658,0
10003_raw_html.txt,6451,2390,24816,202,333,617,122679,0
1000549_raw_html.txt,217131,3782,824750,4945,92,400,1078799,0
1000597_raw_html.txt,4781,2118,21651,0,73,119,92208,0
1000603_raw_html.txt,22588,4762,21256,16662,4124,143,432375,0
1000633_raw_html.txt,5442,2051,18275,813,80,365,88430,0
1000663_raw_html.txt,5936,1959,15241,462,85,148,93291,0
1000705_raw_html.txt,7281,2174,32173,50,455,1443,144948,0
1000849_raw_html.txt,7087,2380,21626,250,41,252,100937,0
1000855_raw_html.txt,1620,665,4077,321,33,93,24567,0
1000927_raw_html.txt,5003,2023,22543,330,63,180,75223,0
1000975_raw_html.txt,10257,3261,36382,449,369,253,169044,0
1001029_raw_html.txt,4385,1375,9611,1060,99,308,66307,0
1001305_raw_html.txt,5387,1512,17119,2,34,157,64186,0
1001341_raw_html.txt,6166,844,7865,0,15,17,41370,0
100147_raw_html.txt,3639,1383,13354,15,51,146,49648,0
1001533_raw_html.txt,5054,1212,11192,45,394,397,85104,0
1001581_raw_html.txt,2850,1208,11106,0,153,147,48051,0
1001587_raw_html.txt,4061,1748,18293,40,46,82,61739,1
1001635_raw_html.txt,184,36,178,20,4,13,2125,0
1001653_raw_html.txt,4374,2056,17682,107,22,102,70786,0
1001713_raw_html.txt,10089,3345,58793,0,258,458,177799,0
1001719_raw_html.txt,4251,1229,13569,307,127,140,84318,0
1001749_raw_html.txt,3217,1270,12106,2,69,132,61053,0
1001863_raw_html.txt,4194,1193,12368,51,666,1042,113775,0
1001929_raw_html.txt,116887,1865,422003,253,85,463,553216,0
1001971_raw_html.txt,4422,1498,14698,135,54,135,76000,0
1001995_raw_html.txt,2067,649,6288,11,15,33,29595,0
1002115_raw_html.txt,3417,950,8495,206,109,240,54547,0
1002181_raw_html.txt,3871,885,8516,200,84,137,45951,0
1002211_raw_html.txt,11328,3764,112990,32,38,234,257292,0
1002253_raw_html.txt,11036,4597,21855,7066,479,873,146247,0
1002271_raw_html.txt,1384,486,3363,83,19,74,19983,0
1002289_raw_html.txt,5804,2357,24159,4,251,712,115881,0
1002295_raw_html.txt,2913,580,3469,1024,25,120,39286,1
1002415_raw_html.txt,7311,2364,20033,1011,82,326,119294,0
100243_raw_html.txt,9009,2064,26740,0,166,189,152770,0
1002475_raw_html.txt,60950,1405,229088,3991,33,190,303457,0
1002511_raw_html.txt,7504,2168,37756,0,11,42,123173,0
1002559_raw_html.txt,5632,2389,24020,52,34,142,95678,1
1002667_raw_html.txt,1444,398,3012,0,4,21,14216,0
1002709_raw_html.txt,2065,89,7407,102,0,1,10739,0
1002805_raw_html.txt,3221,1052,7684,0,210,318,51330,0
1002829_raw_html.txt,1310,457,3163,61,12,72,21531,0
1002859_raw_html.txt,3867,1226,12019,327,66,149,63282,0
1002919_raw_html.txt,4008,1095,12473,17,47,65,57895,0
1002925_raw_html.txt,4120,1267,15919,0,190,455,67731,0
1002931_raw_html.txt,10731,3124,40424,243,132,383,181267,1
1003081_raw_html.txt,6388,2273,31215,0,318,384,114013,0
1003105_raw_html.txt,4785,1993,18650,0,23,85,73794,0
100327_raw_html.txt,3504,1302,11670,46,126,373,62215,0
100333_raw_html.txt,45,12,51,0,0,4,721,0
1003375_raw_html.txt,7095,2301,22990,274,73,325,101903,0
1003393_raw_html.txt,1166,334,2542,0,6,11,11904,1
1003399_raw_html.txt,3447,1165,7014,568,73,556,55062,0
1003429_raw_html.txt,8815,3040,28808,370,212,561,159683,0
1003477_raw_html.txt,12587,4834,38000,5732,368,746,218674,0
100357_raw_html.txt,286786,8089,1030301,882,900,1800,1375473,0
1003621_raw_html.txt,6294,2146,20666,4,191,566,95503,1
1003681_raw_html.txt,4736,1667,15855,676,116,256,84302,0
100369_raw_html.txt,1487,492,4322,60,14,51,25611,0
1003711_raw_html.txt,7481,2392,21461,468,88,123,114273,1
1003741_raw_html.txt,2263,854,6918,0,76,269,32959,0
1003813_raw_html.txt,6165,1494,17326,398,331,650,118840,0
1003843_raw_html.txt,3277,1117,11581,50,36,122,59824,0
1003921_raw_html.txt,12841,4094,42129,70,273,606,207119,0
1003933_raw_html.txt,4561,1723,15220,1400,55,207,71182,0
1003945_raw_html.txt,1960,894,7647,47,15,127,32439,0
100399_raw_html.txt,514,195,1230,18,1,4,6647,0
1004005_raw_html.txt,3450,774,9006,161,20,80,41323,1
1004035_raw_html.txt,5458,2127,21397,0,7,41,78113,0
100417_raw_html.txt,131,55,488,0,5,8,1559,0
1004245_raw_html.txt,5872,1802,18859,0,67,211,94191,0
1004353_raw_html.txt,288,99,587,0,3,10,3858,1
1004395_raw_html.txt,2950,1130,8642,50,21,207,47275,0
1004401_raw_html.txt,4405,1561,19085,170,46,78,76835,0
1004533_raw_html.txt,4187,1023,8463,394,151,216,65826,0
100453_raw_html.txt,4057,1106,9631,563,46,158,67480,0
1004575_raw_html.txt,6197,129,22059,0,0,7,29635,0
100477_raw_html.txt,2174,982,7289,150,32,112,35902,0
1004803_raw_html.txt,6538,2351,26526,0,212,356,115465,0
100483_raw_html.txt,5704,1321,15219,398,331,652,108281,0
1004851_raw_html.txt,2532,1140,10361,0,9,56,37293,0
1004911_raw_html.txt,5286,1450,16602,398,131,160,98316,0
1004977_raw_html.txt,6060,1480,19651,123,100,229,81581,0
1005019_raw_html.txt,2221,875,8757,303,40,125,35112,0
100519_raw_html.txt,4055,1205,15771,0,98,99,68751,0
10051_raw_html.txt,6505,2290,22133,268,59,264,106605,0
1005205_raw_html.txt,1565,542,4769,65,8,45,19008,0
1005229_raw_html.txt,7222,2618,20239,1690,244,473,104269,0
100525_raw_html.txt,6421,2416,33329,3,179,408,115967,0
1005265_raw_html.txt,4590,1965,19758,0,75,139,72052,0
1005277_raw_html.txt,8813,4766,41455,880,232,508,162747,0
1005319_raw_html.txt,7022,2207,29914,323,626,895,106010,0
1005409_raw_html.txt,3924,2002,29205,0,65,155,68854,0
1005421_raw_html.txt,5750,2155,22164,183,248,668,106811,0
1005529_raw_html.txt,17612,4416,47255,4,222,329,284519,0
1005541_raw_html.txt,30600,8278,70887,7531,1611,1243,679812,0
100555_raw_html.txt,12758,4538,51359,264,725,1056,213873,0
1005589_raw_html.txt,404,170,862,47,2,12,5244,0
1005649_raw_html.txt,4059,1488,13965,0,63,197,78276,0
1005661_raw_html.txt,29690,663,116407,11,102,391,151207,0
100567_raw_html.txt,10685,3273,18845,1806,811,1524,103934,0
1005709_raw_html.txt,1385,218,1465,45,75,174,16291,0
1005715_raw_html.txt,2957,709,8997,17,52,28,42481,0
1005727_raw_html.txt,6882,3500,37782,0,100,150,129106,0
1005769_raw_html.txt,12749,250,52078,18,9,66,67174,0
100579_raw_html.txt,5605,1386,17997,399,132,158,101526,0
1006111_raw_html.txt,5729,1806,18640,495,61,147,90801,0
1006159_raw_html.txt,831,303,1787,0,1,13,9178,0
1006183_raw_html.txt,5187,1357,18398,0,79,130,77785,1
1006195_raw_html.txt,5876,2402,25558,0,211,288,124223,0
1006225_raw_html.txt,1868,655,4700,25,30,129,30897,0
1006309_raw_html.txt,7153,2232,19438,458,88,113,109135,1
100633_raw_html.txt,2454,732,9246,20,17,85,39753,1
1006411_raw_html.txt,2786,1045,9692,0,163,314,61517,0
1006435_raw_html.txt,2690,652,7008,160,13,57,32428,1
1006489_raw_html.txt,10394,3487,50208,14,88,245,188597,0
1006513_raw_html.txt,1452,45,4780,0,3,0,6916,0
1006543_raw_html.txt,5900,2569,24194,10,11,64,88893,0
1006591_raw_html.txt,4352,1836,17334,32,12,11,61624,0
1006675_raw_html.txt,3075,988,7778,0,380,924,143671,0
1006705_raw_html.txt,4198,1664,13582,994,79,370,65774,0
1006741_raw_html.txt,936,465,2951,0,30,110,16341,0
1006753_raw_html.txt,16089,334,60829,1,7,51,78607,0
1006777_raw_html.txt,6419,2307,23206,80,51,140,103568,0
1006837_raw_html.txt,4877,2005,17783,6,136,454,79333,0
100687_raw_html.txt,3817,1345,12788,11,100,284,67155,1
1006921_raw_html.txt,2855,1290,21474,1,33,68,50045,0
10069_raw_html.txt,4564,1284,14463,307,332,628,102276,0
1007047_raw_html.txt,8727,2979,26244,251,332,1095,137916,1
1007077_raw_html.txt,10108,2471,32051,0,170,195,180031,0
1007089_raw_html.txt,3267,1451,17338,0,40,137,61607,1
1007131_raw_html.txt,5590,1895,17895,424,261,628,89064,1
1007335_raw_html.txt,726,249,1732,65,11,41,10606,1
1007341_raw_html.txt,4205,779,11742,449,27,93,85016,0
1007425_raw_html.txt,2829,810,6927,68,0,19,32775,0
1007467_raw_html.txt,9269,2866,30133,307,434,368,151500,0
1007479_raw_html.txt,8782,2456,25602,672,100,222,100873,0
1007491_raw_html.txt,2209,1164,12471,42,17,27,42895,0
1007617_raw_html.txt,2158,675,6914,12,30,73,32534,0
1007713_raw_html.txt,4819,1737,15789,158,84,329,77916,0
1007719_raw_html.txt,12381,1042,20524,666,2223,1271,188758,0
1007815_raw_html.txt,11322,2181,31474,0,1998,1350,310779,0
