filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length
.DS_Store,14100,2069,2211,2079,277,4609,4915204
1000084_raw_html.txt,6839,2372,27142,7,75,367,105869
1000108_raw_html.txt,4787,1307,12789,0,50,80,87961
1000228_raw_html.txt,3985,1263,14187,0,83,192,66944
1000312_raw_html.txt,22988,6775,136635,0,252,105,468659
1000330_raw_html.txt,3125,1026,9902,25,8,27,47828
1000336_raw_html.txt,5092,2229,23098,0,73,120,97771
1000372_raw_html.txt,6651,2220,18817,1011,82,326,107837
1000378_raw_html.txt,604,205,964,55,63,28,14250
1000390_raw_html.txt,2852,610,5970,4,3,30,26688
1000414_raw_html.txt,8913,3090,30015,24,28,258,123784
1000498_raw_html.txt,2727,1280,14124,9,56,224,56270
1000606_raw_html.txt,150,69,463,0,7,2,1640
1000684_raw_html.txt,2153,750,6473,94,23,68,33588
1000690_raw_html.txt,21176,5516,48673,3660,768,748,370570
1000816_raw_html.txt,4647,1010,8336,566,43,30,60586
1000840_raw_html.txt,4777,2058,28392,55,75,201,88289
1000906_raw_html.txt,4150,1295,15817,11,77,175,65750
1000930_raw_html.txt,2470,905,7532,11,11,36,33483
1000954_raw_html.txt,7966,622,10756,0,1158,379,364089
1000990_raw_html.txt,4888,1518,14591,67,54,203,74108
1001182_raw_html.txt,7155,3224,30955,0,23,80,112894
1001242_raw_html.txt,5178,2125,15787,83,216,335,85526
1001278_raw_html.txt,6016,2021,26059,0,184,210,96256
1001284_raw_html.txt,5486,1826,20637,13,90,232,87794
1001296_raw_html.txt,6296,2844,34827,0,30,145,102570
1001302_raw_html.txt,1317,457,3170,61,12,72,21561
1001314_raw_html.txt,10357,3486,48106,672,105,314,185577
1001326_raw_html.txt,1756,620,5290,12,6,39,24964
1001386_raw_html.txt,8074,2144,23128,0,149,437,115986
1001464_raw_html.txt,3733,1061,9869,106,388,1363,84734
1001536_raw_html.txt,3660,1546,14033,0,73,120,70029
1001554_raw_html.txt,4906,1940,22146,51,12,53,102892
1001560_raw_html.txt,3695,983,10751,11,6,113,61450
1001584_raw_html.txt,2528,854,7206,34,25,68,41449
100162_raw_html.txt,1967,724,5604,42,68,114,41202
1001668_raw_html.txt,4306,1515,20278,38,31,74,71238
1001710_raw_html.txt,101340,3667,381599,8607,402,632,503994
1001722_raw_html.txt,1285,331,2551,0,72,102,20229
1001728_raw_html.txt,1140,263,1297,0,74,157,20161
1001794_raw_html.txt,5247,1478,12478,530,33,115,63866
1001860_raw_html.txt,7721,2728,30915,185,95,169,116976
1001920_raw_html.txt,4792,1842,22626,47,11,69,76757
1001980_raw_html.txt,34978,1258,119794,8,19,83,160974
1001992_raw_html.txt,18236,441,68054,342,17,84,90356
1001998_raw_html.txt,10442,2570,27260,1,440,520,134638
1002022_raw_html.txt,2269,726,8984,20,13,74,35150
1002136_raw_html.txt,7046,2071,26088,0,421,974,121487
1002166_raw_html.txt,4504,1219,12725,28,90,57,53452
1002220_raw_html.txt,5121,1484,20119,15,474,506,95455
1002286_raw_html.txt,6138,1725,15716,107,48,209,86270
1002454_raw_html.txt,4740,1992,20067,0,75,137,73123
1002526_raw_html.txt,5610,1765,16878,459,80,222,88553
1002562_raw_html.txt,5078,1507,17964,7,184,328,75101
1002592_raw_html.txt,71615,41489,409442,23,1499,2810,1555653
1002706_raw_html.txt,3286,913,11468,20,30,102,49073
1002724_raw_html.txt,6041,1458,13607,357,92,162,81168
1002772_raw_html.txt,2076,886,8937,0,42,202,46386
1002802_raw_html.txt,2713,715,6094,12,66,206,49616
1002838_raw_html.txt,4036,1213,15726,0,243,637,68723
1002850_raw_html.txt,6068,1694,18533,738,190,353,101337
1002892_raw_html.txt,17544,1195,29340,0,1345,849,476520
1002934_raw_html.txt,3864,1647,12743,417,57,220,62132
1002976_raw_html.txt,6798,3014,35085,279,32,133,109949
1003156_raw_html.txt,43,20,60,0,2,1,1331
1003222_raw_html.txt,14113,6560,52073,5633,371,862,216282
1003264_raw_html.txt,9742,2740,43838,181,93,210,164901
1003360_raw_html.txt,4880,2367,22992,187,201,127,113238
1003366_raw_html.txt,5142,1403,18413,22,275,683,102613
1003420_raw_html.txt,7966,3479,40766,2808,137,643,144919
1003432_raw_html.txt,4690,1480,11809,481,119,245,73162
1003618_raw_html.txt,4477,1562,19189,170,46,80,77386
1003738_raw_html.txt,43924,1183,158561,3296,265,614,213838
1003750_raw_html.txt,5808,2347,23873,52,34,142,96084
1003864_raw_html.txt,3426,1362,13356,37,20,106,53361
1003954_raw_html.txt,4366,1690,16249,274,48,190,69509
1003984_raw_html.txt,7171,2363,24491,78,362,715,135213
1003990_raw_html.txt,10466,2909,57374,1636,569,1033,206737
1004008_raw_html.txt,25280,5847,54363,5461,1361,995,560967
1004020_raw_html.txt,4338,1509,16060,0,524,442,87214
1004026_raw_html.txt,9725,3854,41327,222,547,984,166746
1004068_raw_html.txt,4309,1561,19765,6,22,118,63803
100408_raw_html.txt,200487,2158,771285,0,373,1239,992122
1004128_raw_html.txt,7,6,9,0,0,1,103
1004272_raw_html.txt,6641,2020,22556,212,102,294,104016
100438_raw_html.txt,21953,6287,113060,0,53,254,357934
1004398_raw_html.txt,4131,1782,14379,437,58,239,70324
1004500_raw_html.txt,5200,1762,16443,459,80,225,86175
1004542_raw_html.txt,11883,1265,21013,27,2700,455,321167
1004554_raw_html.txt,7722,3189,33022,0,96,120,172700
1004626_raw_html.txt,8511,2260,27615,8,248,933,126832
1004644_raw_html.txt,3692,1472,17975,4,3,18,52595
1004704_raw_html.txt,5394,1859,21013,0,46,240,79930
1004722_raw_html.txt,9054,2543,28320,307,40,126,115403
1004746_raw_html.txt,6192,1707,20248,41,37,75,86669
1004770_raw_html.txt,1290,442,5003,0,0,19,17572
1004950_raw_html.txt,1883,641,4391,440,37,120,29552
1004980_raw_html.txt,13135,2342,27439,9,2011,3060,308298
1005028_raw_html.txt,4265,1272,10469,395,57,231,56997
1005094_raw_html.txt,557,189,862,55,63,28,13760
1005166_raw_html.txt,2555,931,6762,151,41,136,45601
1005226_raw_html.txt,5848,1986,28133,0,178,286,104353
1005250_raw_html.txt,1494,464,4388,0,40,56,27447
1005388_raw_html.txt,2574,698,7081,18,32,86,33383
1005424_raw_html.txt,7502,2220,25285,61,80,46,109013
1005430_raw_html.txt,2223,749,9465,0,2,11,33484
1005532_raw_html.txt,7270,2348,29352,14,421,982,128050
100558_raw_html.txt,6756,2448,33023,41,243,377,120775
1005592_raw_html.txt,4806,1160,8693,477,79,53,68091
1005598_raw_html.txt,17914,1212,29922,0,1603,863,507358
1005670_raw_html.txt,2263,774,6115,54,56,61,40788
1005688_raw_html.txt,7027,2906,22893,1475,351,1245,118878
100576_raw_html.txt,3283,1453,21845,37,5,73,52715
1005802_raw_html.txt,1633,783,5927,3,5,37,24060
1005922_raw_html.txt,4328,1213,10681,4,666,1043,113118
1005940_raw_html.txt,5848,2261,23900,0,266,278,124344
1006012_raw_html.txt,1984,736,6436,0,1,45,24660
1006054_raw_html.txt,1785,666,5130,12,30,109,28225
1006078_raw_html.txt,2718,1001,8870,99,35,135,43007
1006096_raw_html.txt,417,194,284,115,27,3,3700
1006138_raw_html.txt,4291,1431,16900,36,38,59,64706
1006240_raw_html.txt,3469,1154,10234,184,34,127,51798
1006282_raw_html.txt,5554,2133,33480,0,177,184,98287
1006426_raw_html.txt,2590,950,7684,12,20,54,43709
1006498_raw_html.txt,4796,2050,20453,0,75,138,75976
1006558_raw_html.txt,9499,2569,34120,90,199,317,165014
1006648_raw_html.txt,2079,1156,11660,4,1,20,48059
1006732_raw_html.txt,6324,2751,24374,4902,428,1042,109435
1006768_raw_html.txt,6320,2137,24336,462,187,568,112965
1006792_raw_html.txt,6433,2625,26884,0,95,123,148907
1006804_raw_html.txt,3708,1206,7203,380,68,149,48101
1006828_raw_html.txt,5284,1582,13680,131,48,210,80628
1006876_raw_html.txt,3511,1446,13281,2,301,188,90509
1007140_raw_html.txt,1167,566,5208,0,13,43,16577
1007296_raw_html.txt,2778,1009,8570,68,12,44,44876
10072_raw_html.txt,9895,4924,46376,336,9,69,177820
1007338_raw_html.txt,6680,3563,32051,118,82,337,101851
1007446_raw_html.txt,276,131,654,5,13,28,4423
1007578_raw_html.txt,20,6,19,0,0,0,301
1007638_raw_html.txt,1114,457,3400,76,6,37,15114
1007680_raw_html.txt,1155,448,3083,186,23,53,17017
1007692_raw_html.txt,5107,1951,17195,835,78,108,80636
1007704_raw_html.txt,3598,1103,9759,47,27,133,55087
100780_raw_html.txt,4650,1688,15753,0,303,780,100748
1007854_raw_html.txt,4140,1368,11263,164,55,175,75467
100786_raw_html.txt,2548,1049,12899,95,44,102,36968
1007926_raw_html.txt,2182,662,5507,1,45,140,26301
1007938_raw_html.txt,1061,405,2698,49,39,118,16169
1007944_raw_html.txt,3205,1356,12641,153,65,126,62411
1008070_raw_html.txt,14444,4090,55660,18,39,176,251662
1008106_raw_html.txt,3662,1236,14555,110,51,153,62290
1008118_raw_html.txt,1754,572,4666,0,7,31,19444
1008166_raw_html.txt,4146,1609,19761,7,4,24,57933
1008178_raw_html.txt,3350,1173,12833,0,271,140,84808
1008316_raw_html.txt,3764,1511,6455,0,129,33,40810
100834_raw_html.txt,615,270,1443,62,0,3,8253
1008406_raw_html.txt,1631,680,10337,1,18,71,26490
1008454_raw_html.txt,6836,1343,21619,15,303,592,118580
10084_raw_html.txt,9806,3209,43979,66,102,281,155397
1008574_raw_html.txt,9542,42,31913,0,5,32,43494
1008658_raw_html.txt,20615,10037,166917,122034,362,495,662564
1008694_raw_html.txt,2084,695,5981,71,4,17,20995
1008700_raw_html.txt,3909,1484,13427,93,31,94,57560
1008712_raw_html.txt,1564,562,4529,1,0,10,15149
1008724_raw_html.txt,4047,1549,18905,1,64,122,73542
1008778_raw_html.txt,993,255,1927,20,42,39,13018
1008808_raw_html.txt,3684,1242,8490,700,144,293,65934
1008814_raw_html.txt,3868,1274,10667,0,91,236,59524
1008850_raw_html.txt,2605,1196,10362,0,114,293,76641
1008976_raw_html.txt,5462,1614,17038,61,22,87,72053
1008982_raw_html.txt,7320,2843,26704,18,32,109,113840
1009024_raw_html.txt,3138,1192,11194,0,107,258,55047
1009084_raw_html.txt,2694,859,8279,56,41,91,44115
1009120_raw_html.txt,1710,186,2413,0,490,169,51994
1009186_raw_html.txt,3385,1524,9594,192,142,75,43503
1009336_raw_html.txt,7786,2943,45304,144,76,148,151280
1009372_raw_html.txt,7981,2535,37283,0,286,405,132570
1009408_raw_html.txt,1843,670,5202,147,39,101,30044
1009420_raw_html.txt,1809,537,4120,56,9,45,29941
1009426_raw_html.txt,5193,1393,15850,398,127,164,96331
1009474_raw_html.txt,3218,1006,8315,264,50,99,50624
1009540_raw_html.txt,5509,187,23971,16,20,41,30969
1009606_raw_html.txt,6569,2419,28140,115,236,602,107985
1009654_raw_html.txt,2678,949,8221,42,78,117,54480
1009720_raw_html.txt,13843,5050,55273,0,117,152,229007
1009750_raw_html.txt,146187,1467,544686,0,367,1048,706094
1009798_raw_html.txt,10148,4038,42336,359,578,1050,174183
1009804_raw_html.txt,362,129,695,61,59,62,7582
1010128_raw_html.txt,8531,2907,27358,2,114,151,105537
1010170_raw_html.txt,9493,3082,37925,24,94,264,161981
1010182_raw_html.txt,4753,1582,17945,34,59,182,72939
1010200_raw_html.txt,4631,1314,14125,398,125,157,87319
1010260_raw_html.txt,3151,1058,9833,0,23,52,44188
1010458_raw_html.txt,1330,458,3181,61,12,72,21718
1010494_raw_html.txt,5747,1210,16445,27,57,96,71769
1010506_raw_html.txt,13698,5118,55693,0,71,100,215057
1010872_raw_html.txt,3819,1418,12285,0,211,366,67426
1010908_raw_html.txt,1679,553,5718,0,13,45,29116
1010932_raw_html.txt,6069,2031,18760,1048,91,234,93232
1010962_raw_html.txt,4408,1467,13833,405,223,638,73539
1010980_raw_html.txt,2240,756,7866,67,13,64,30954
1010986_raw_html.txt,3601,1576,14498,0,56,182,61392
101098_raw_html.txt,1980,1051,15308,0,8,89,43820
1011100_raw_html.txt,19038,7305,108179,525,159,538,441023
1011166_raw_html.txt,5465,2236,24350,41,290,740,107034
1011172_raw_html.txt,7661,2477,31955,46,423,925,133975
1011178_raw_html.txt,3866,1092,10880,38,196,386,67927
1011490_raw_html.txt,3670,1469,12619,943,77,276,69181
1011610_raw_html.txt,6630,1345,19278,0,374,168,150304
101164_raw_html.txt,48196,10341,124125,27,23,360,453728
1011730_raw_html.txt,9984,2347,28398,0,77,235,115102
1011844_raw_html.txt,2512,772,8700,0,9,27,32928
1011850_raw_html.txt,153052,4353,614055,25122,735,787,809278
1011862_raw_html.txt,4121,1716,21526,27,18,77,76888
1011910_raw_html.txt,3066,1016,9615,61,30,150,59670
1011946_raw_html.txt,8503,2214,28957,70,45,135,124439
101194_raw_html.txt,7005,3027,33602,0,194,521,125334
1011970_raw_html.txt,28309,7042,95459,12,208,351,389008
1011994_raw_html.txt,4176,1474,14258,0,45,181,56902
1012090_raw_html.txt,2927,1336,10656,155,95,207,45989
1012210_raw_html.txt,14386,5409,75411,134,122,203,249824
1012264_raw_html.txt,5403,1599,17782,0,186,309,91409
1012288_raw_html.txt,3503,1063,8203,831,101,160,55334
1012330_raw_html.txt,3817,2144,19384,0,20,93,69246
1012336_raw_html.txt,5908,1859,16425,1132,223,335,92724
1012486_raw_html.txt,3001,625,6812,47,52,83,44159
1012498_raw_html.txt,4860,1327,14691,398,133,160,90649
1012570_raw_html.txt,2826,1482,14998,15,10,45,46032
1012606_raw_html.txt,5441,2080,21241,174,249,665,102677
1012690_raw_html.txt,15755,4276,51867,287,42,231,226417
1012786_raw_html.txt,2415,863,7177,42,84,117,50357
1012828_raw_html.txt,957,469,3061,0,27,100,17151
1012948_raw_html.txt,12651,2355,25682,4974,65,172,176462
1013014_raw_html.txt,14660,6447,93769,85,48,150,292919
1013026_raw_html.txt,6159,1524,18384,398,340,652,121359
1013056_raw_html.txt,6448,1762,19229,217,50,168,87767
1013062_raw_html.txt,247,68,357,0,62,20,6337
1013074_raw_html.txt,111109,1095,412500,0,349,940,535058
1013080_raw_html.txt,4040,1489,14553,278,105,364,69487
101308_raw_html.txt,2738,786,10917,0,99,306,60706
1013158_raw_html.txt,3905,953,10897,20,21,64,47220
1013200_raw_html.txt,837,328,2138,107,11,41,14114
1013302_raw_html.txt,6063,1851,19619,1130,165,348,103046
1013404_raw_html.txt,2383,669,6954,0,11,40,28815
1013470_raw_html.txt,1452,460,3643,14,47,141,21898
101350_raw_html.txt,3793,1941,23660,0,9,38,69682
1013566_raw_html.txt,953,376,2970,0,1,28,10152
1013584_raw_html.txt,7365,2272,25720,0,1098,451,199290
1013674_raw_html.txt,2492,872,8970,57,3,28,33731
1013722_raw_html.txt,2169,737,8855,0,32,42,44270
1013806_raw_html.txt,4393,1679,19046,63,3,14,74962
1013878_raw_html.txt,1613,649,4804,0,19,32,26258
1013890_raw_html.txt,12682,5596,109628,0,191,557,286916
1013986_raw_html.txt,4593,1612,17931,423,74,176,71303
1014004_raw_html.txt,5724,1866,19068,0,218,260,87603
1014010_raw_html.txt,10533,3104,36714,122,116,302,170294
1014094_raw_html.txt,2455,576,5294,20,28,45,31673
1014124_raw_html.txt,2830,1495,15096,15,10,47,46305
1014160_raw_html.txt,1455,448,3721,51,24,94,24790
1014298_raw_html.txt,4372,1617,13924,359,72,197,67025
1014370_raw_html.txt,3449,1058,8470,566,41,134,51155
1014436_raw_html.txt,7724,2968,52417,0,194,424,152443
1014472_raw_html.txt,5155,1699,28326,12,28,86,94915
1014508_raw_html.txt,2995,1142,9879,54,71,156,54753
1014514_raw_html.txt,2691,1025,9797,4,17,64,44606
101464_raw_html.txt,4792,2061,17811,0,380,715,101494
1014652_raw_html.txt,7146,3153,32962,499,61,295,117974
1014766_raw_html.txt,276,131,654,5,13,28,4335
1014796_raw_html.txt,68975,518,263912,289,35,104,344446
1014958_raw_html.txt,5096,2645,28879,4,243,656,109772
1014970_raw_html.txt,3119,960,8536,114,54,212,45551
1015150_raw_html.txt,4860,1693,23686,0,38,99,90772
1015192_raw_html.txt,5280,1637,13927,4,445,778,79774
1015210_raw_html.txt,5047,1571,20556,46,218,616,86216
1015354_raw_html.txt,6042,2036,23558,74,49,172,102245
1015396_raw_html.txt,4780,1716,17918,0,122,414,100683
1015462_raw_html.txt,709,278,1846,44,2,16,9908
1015516_raw_html.txt,5437,1254,12983,275,129,144,69294
1015522_raw_html.txt,9997,3082,56741,0,257,379,179382
101554_raw_html.txt,9765,3792,68820,175,69,245,183968
1015558_raw_html.txt,76457,970,312793,145,209,549,399236
1015570_raw_html.txt,35298,747,122968,627,12,72,163472
1015588_raw_html.txt,1384,596,6442,39,11,26,22925
1015624_raw_html.txt,4977,1988,19677,197,341,374,131528
1015672_raw_html.txt,4345,126,15674,0,0,3,21376
10156_raw_html.txt,528,194,1244,116,17,30,6049
1015702_raw_html.txt,3995,1334,13161,174,66,134,77845
1015714_raw_html.txt,69,28,83,43,2,3,912
1015744_raw_html.txt,2096,748,6296,342,42,133,35290
1015798_raw_html.txt,1893,654,5347,184,59,96,30301
1015822_raw_html.txt,2124,827,6986,29,17,61,37308
1015960_raw_html.txt,6396,2488,27555,4,251,713,121055
1015966_raw_html.txt,112457,1140,416881,0,351,954,541036
1016038_raw_html.txt,4924,1730,14383,2886,93,73,78881
