filename,word_count,line_count,space_count,tab_count,brace_count,bracket_count,length,quality
1000084_raw_html.txt,6839,2372,27142,7,75,367,105869,0
1000108_raw_html.txt,4787,1307,12789,0,50,80,87961,0
1000228_raw_html.txt,3985,1263,14187,0,83,192,66944,0
1000312_raw_html.txt,22988,6775,136635,0,252,105,468659,0
1000330_raw_html.txt,3125,1026,9902,25,8,27,47828,0
1000336_raw_html.txt,5092,2229,23098,0,73,120,97771,0
1000372_raw_html.txt,6651,2220,18817,1011,82,326,107837,0
1000378_raw_html.txt,604,205,964,55,63,28,14250,0
1000390_raw_html.txt,2852,610,5970,4,3,30,26688,0
1000414_raw_html.txt,8913,3090,30015,24,28,258,123784,1
1000498_raw_html.txt,2727,1280,14124,9,56,224,56270,0
1000606_raw_html.txt,150,69,463,0,7,2,1640,0
1000684_raw_html.txt,2153,750,6473,94,23,68,33588,0
1000690_raw_html.txt,21176,5516,48673,3660,768,748,370570,0
1000816_raw_html.txt,4647,1010,8336,566,43,30,60586,0
1000840_raw_html.txt,4777,2058,28392,55,75,201,88289,0
1000906_raw_html.txt,4150,1295,15817,11,77,175,65750,0
1000930_raw_html.txt,2470,905,7532,11,11,36,33483,0
1000954_raw_html.txt,7966,622,10756,0,1158,379,364089,0
1000990_raw_html.txt,4888,1518,14591,67,54,203,74108,1
1001182_raw_html.txt,7155,3224,30955,0,23,80,112894,0
1001242_raw_html.txt,5178,2125,15787,83,216,335,85526,0
1001278_raw_html.txt,6016,2021,26059,0,184,210,96256,0
1001284_raw_html.txt,5486,1826,20637,13,90,232,87794,0
1001296_raw_html.txt,6296,2844,34827,0,30,145,102570,0
1001302_raw_html.txt,1317,457,3170,61,12,72,21561,0
1001314_raw_html.txt,10357,3486,48106,672,105,314,185577,0
1001326_raw_html.txt,1756,620,5290,12,6,39,24964,0
1001386_raw_html.txt,8074,2144,23128,0,149,437,115986,0
1001464_raw_html.txt,3733,1061,9869,106,388,1363,84734,0
1001536_raw_html.txt,3660,1546,14033,0,73,120,70029,0
1001554_raw_html.txt,4906,1940,22146,51,12,53,102892,0
1001560_raw_html.txt,3695,983,10751,11,6,113,61450,0
1001584_raw_html.txt,2528,854,7206,34,25,68,41449,0
100162_raw_html.txt,1967,724,5604,42,68,114,41202,0
1001668_raw_html.txt,4306,1515,20278,38,31,74,71238,0
1001710_raw_html.txt,101340,3667,381599,8607,402,632,503994,1
1001722_raw_html.txt,1285,331,2551,0,72,102,20229,0
1001728_raw_html.txt,1140,263,1297,0,74,157,20161,0
1001794_raw_html.txt,5247,1478,12478,530,33,115,63866,0
1001860_raw_html.txt,7721,2728,30915,185,95,169,116976,1
1001920_raw_html.txt,4792,1842,22626,47,11,69,76757,0
1001980_raw_html.txt,34978,1258,119794,8,19,83,160974,0
1001992_raw_html.txt,18236,441,68054,342,17,84,90356,0
1001998_raw_html.txt,10442,2570,27260,1,440,520,134638,0
1002022_raw_html.txt,2269,726,8984,20,13,74,35150,0
1002136_raw_html.txt,7046,2071,26088,0,421,974,121487,0
1002166_raw_html.txt,4504,1219,12725,28,90,57,53452,0
1002220_raw_html.txt,5121,1484,20119,15,474,506,95455,0
1002286_raw_html.txt,6138,1725,15716,107,48,209,86270,0
1002454_raw_html.txt,4740,1992,20067,0,75,137,73123,0
1002526_raw_html.txt,5610,1765,16878,459,80,222,88553,0
1002562_raw_html.txt,5078,1507,17964,7,184,328,75101,0
1002592_raw_html.txt,71615,41489,409442,23,1499,2810,1555653,0
1002706_raw_html.txt,3286,913,11468,20,30,102,49073,1
1002724_raw_html.txt,6041,1458,13607,357,92,162,81168,1
1002772_raw_html.txt,2076,886,8937,0,42,202,46386,0
1002802_raw_html.txt,2713,715,6094,12,66,206,49616,0
1002838_raw_html.txt,4036,1213,15726,0,243,637,68723,0
1002850_raw_html.txt,6068,1694,18533,738,190,353,101337,0
1002892_raw_html.txt,17544,1195,29340,0,1345,849,476520,0
1002934_raw_html.txt,3864,1647,12743,417,57,220,62132,0
1002976_raw_html.txt,6798,3014,35085,279,32,133,109949,0
1003156_raw_html.txt,43,20,60,0,2,1,1331,0
1003222_raw_html.txt,14113,6560,52073,5633,371,862,216282,0
1003264_raw_html.txt,9742,2740,43838,181,93,210,164901,1
1003360_raw_html.txt,4880,2367,22992,187,201,127,113238,1
1003366_raw_html.txt,5142,1403,18413,22,275,683,102613,0
1003420_raw_html.txt,7966,3479,40766,2808,137,643,144919,0
